"time","velocity","count"
500,0,1
500,1,14
500,2,23
500,3,44
500,4,28
500,5,43
500,6,37
500,7,39
500,8,40
500,9,38
500,10,39
500,11,35
500,12,32
500,13,18
500,14,23
500,15,10
500,16,8
500,17,4
500,18,13
500,19,2
500,20,3
500,21,3
500,22,2
500,23,1
500,24,0
500,25,0
500,26,0
500,27,0
500,28,0
500,29,0
