"time","velocity","count"
500,0,8
500,1,8
500,2,22
500,3,29
500,4,45
500,5,32
500,6,47
500,7,45
500,8,45
500,9,43
500,10,36
500,11,29
500,12,24
500,13,20
500,14,13
500,15,13
500,16,12
500,17,3
500,18,7
500,19,10
500,20,4
500,21,1
500,22,1
500,23,0
500,24,1
500,25,0
500,26,2
500,27,0
500,28,0
500,29,0
