"time","velocity","count"
500,0,3
500,1,20
500,2,25
500,3,27
500,4,35
500,5,33
500,6,45
500,7,34
500,8,57
500,9,42
500,10,28
500,11,29
500,12,22
500,13,19
500,14,27
500,15,23
500,16,5
500,17,10
500,18,4
500,19,5
500,20,2
500,21,3
500,22,1
500,23,1
500,24,0
500,25,0
500,26,0
500,27,0
500,28,0
500,29,0
