"time","velocity","count"
500,0,8
500,1,8
500,2,21
500,3,31
500,4,38
500,5,37
500,6,41
500,7,51
500,8,41
500,9,37
500,10,37
500,11,33
500,12,22
500,13,28
500,14,19
500,15,8
500,16,14
500,17,4
500,18,9
500,19,5
500,20,3
500,21,2
500,22,1
500,23,0
500,24,2
500,25,0
500,26,0
500,27,0
500,28,0
500,29,0
